0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
0,1.5708,-2.4435,-1.0472,0,1.5708,0.7854
